FID,NGAID,SRCLNKID,METLNKID,FEATTYPE,SECCLASS,NAME,AREA_,PHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGPHONE,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,SOURCE,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA
170, ,LCHQ_386, ,POINT,UNCLASSIFIED,JACOBS ENGINEERING GROUP INCORPORATED,626,578-3500,1111 SOUTH ARROYO PARKWAY, ,PASADENA,CA,91105,3254,LOS ANGELES,06037,"W SIDE OF S ARROYO PKY, 0.09MI N OF E GLENARM ST", , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,24029535,TGS,-118.147674,34.128842,NAVTEQ,2006Q3,ONENTITY,YES,TGS
171, ,LCHQ_327, ,POINT,UNCLASSIFIED,"MOHAWK INDUSTRIES, INCORPORATED",706,629-7721,160 SOUTH INDUSTRIAL BOULEVARD, ,CALHOUN,GA,30701,3030,GORDON,13129,"LOCATED ON THE EAST SIDE OF S INDUSTRIAL BLVD, .44 MI SOUTH OF GA-53.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,123778241,TGS,-84.940827,34.473844,NAVTEQ,2006Q3,ONENTITY,YES,TGS
172, ,LCHQ_014, ,POINT,UNCLASSIFIED,HOME DEPOT INCORPORATED,770,433-8211,2455 PACES FERRY ROAD SOUTHEAST, ,ATLANTA,GA,30339,1834,COBB,13067,"LOCATED N SIDE OF PACES FERRY RD SE, .12 MILE E OF SPRING HILL PKWY SE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,133513306,TGS,-84.482221,33.865766,NAVTEQ,2006Q3,ONENTITY,YES,TGS
173, ,LCHQ_062, ,POINT,UNCLASSIFIED,LEHMAN BROTHERS INCORPORATED,212,526-7000,745 7TH AVENUE, ,NEW YORK,NY,10019,6801,NEW YORK,36061,SE SIDE OF 7TH AVE BETWEEN W 50TH ST AND W 49TH ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21548629,TGS,-73.983189,40.760628,NAVTEQ,2006Q3,ONENTITY,YES,TGS
174, ,LCHQ_148, ,POINT,UNCLASSIFIED,LILLY CORPORATE CENTER,317,276-2000,893 SOUTH DELAWARE STREET, ,INDIANAPOLIS,IN,46225,1782,MARION,18097,.03 MILES NOTRTH OF E MCCARTY ST ON THE EAST SIDE OF SOUTH DELAWARE STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,125164089,TGS,-86.15457,39.756917,NAVTEQ,2006Q3,ONENTITY,YES,TGS
175, ,LCHQ_401, ,POINT,UNCLASSIFIED,HORMEL FOOD CORPORATION,507,437-5611,1 HORMEL PLACE, ,AUSTIN,MN,55912,3673,MOWER,27099,.10 MILES NORTHEAST OF 16TH AVENUE NORTHEAST ON THE NORTHWEST SIDE OF HORMEL PLACE, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,122685829,TGS,-92.968582,43.682886,NAVTEQ,2006Q3,ONENTITY,YES,TGS
176, ,LCHQ_138, ,POINT,UNCLASSIFIED,THE TJX COMPANIES INCORPORATED,508,390-1000,770 COCHITUATE ROAD, ,FRAMINGHAM,MA,01701,4666,MIDDLESEX,25017,NORTH SIDE OF COCHITUATE ROAD APPROXIMATELY .18 MILES EAST FROM THE INTERSECTION OF SPEEN STREET AND COCHITUATE ROAD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22055893,TGS,-71.381933,42.310612,NAVTEQ,2006Q3,ONENTITY,YES,TGS
177, ,LCHQ_249, ,POINT,UNCLASSIFIED,EMC CORPORATION,508,435-1000,176 SOUTH STREET, ,HOPKINTON,MA,01748,2209,MIDDLESEX,25017,WEST SIDE OF SOUTH STREET APPROXIMATELY .26 MILES SOUTH FROM THE INTERSECTION OF AVENUE F AND SOUTH STREET., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,40013745,TGS,-71.541006,42.195172,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
178, ,LCHQ_288, ,POINT,UNCLASSIFIED,BJ'S WHOLESALE CLUB INCORPORATED,508,651-7400,1 MERCER ROAD, ,NATICK,MA,01760,2400,MIDDLESEX,25017,"FROM THE INTERSECTION OF MERCER ROAD AND DEAN ROAD PROCEED EAST ON MERCER ROAD APPROXIMATELY .09 MILES EAST, ENTITY WILL BE ON THE NORTH SIDE OF MERCER ROAD.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22034000,TGS,-71.38524,42.296817,NAVTEQ,2006Q3,ONENTITY,YES,TGS
179, ,LCHQ_346, ,POINT,UNCLASSIFIED,BOSTON SCIENTIFIC CORPORATION,508,650-8000,1 BOSTON SCIENTIFIC PLACE, ,NATICK,MA,01760,1536,MIDDLESEX,25017,"FROM THE INTERSECTION OF SPEEN STREET AND BOSTON SCIENTIFIC PLACE TRAVEL EAST ON BOSTON SCIENTIFIC PLACE APPROXIMATELY .12 MILES, ENTITY WILL BE ON THE SOUTH SIDE OF BOSTON SCIENTIFIC PLACE.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22037034,TGS,-71.374205,42.299789,NAVTEQ,2006Q3,ONENTITY,YES,TGS
180, ,LCHQ_097, ,POINT,UNCLASSIFIED,RAYTHEON COMPANY,781,522-3000,870 WINTER STREET, ,WALTHAM,MA,02451,1449,MIDDLESEX,25017,WEST SIDE OF WINTER STREET APPROXIMATELY .16 MILES NORTH FROM THE INTERSECTION OF WINTER STREET AND GATEHOUSE DRIVE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,92859096,TGS,-71.274912,42.401667,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
181, ,LCHQ_328, ,POINT,UNCLASSIFIED,"COVENTRY HEALTH CARE, INCORPORATED",301,581-0600,6705 ROCKLEDGE DRIVE,SUITE 900,BETHESDA,MD,20817,7828,MONTGOMERY,24031,ENTRANCE IS LOCATED ON THE N SIDE OF ROCKLEDGE DR APPROX 0.18 MILES W FROM THE INTERSECTION OF ROCKLEDGE DR AND ROCKLEDGE BLVD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,117287670,TGS,-77.135101,39.030905,NAVTEQ,2006Q3,ONENTITY,YES,TGS
182, ,LCHQ_017, ,POINT,UNCLASSIFIED,J.P. MORGAN CHASE AND COMPANY,212,270-6000,270 PARK AVENUE, ,NEW YORK,NY,10017,2014,NEW YORK,36061,NW SIDE OF PARK AVE BETWEEN E 47TH ST AND E48TH ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21549746,TGS,-73.975596,40.755816,NAVTEQ,2006Q3,ONENTITY,YES,TGS
183, ,LCHQ_330, ,POINT,UNCLASSIFIED,BLACK AND DECKER CORPORATION,410,716-3900,701 EAST JOPPA ROAD, ,TOWSON,MD,21286,5559,BALTIMORE,24005,ENTRANCE IS LOCATED ON THE SW SIDE OF E JOPPA  RD APPROX 0.10 MILES NW OF GOUCHER BLVD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,117286314,TGS,-76.589588,39.399201,NAVTEQ,2006Q3,ONENTITY,YES,TGS
184, ,LCHQ_377, ,POINT,UNCLASSIFIED,MELLON FINANCIAL CORPORATION,412,234-5000,500 GRANT STREET,1 MELLON CENTER,PITTSBURGH,PA,15219,2502,ALLEGHENY,42003,LOCATED AT THE NORTHEAST CORNER OF GRANT STREET AND 5TH AVENUE, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,23496285,TGS,-79.995917,40.439705,NAVTEQ,2006Q3,ONENTITY,YES,TGS
185, ,LCHQ_086, ,POINT,UNCLASSIFIED,NEWS CORPORATION,212,852-7000,1211 AVENUE OF THE AMERICAS,8TH FLOOR,NEW YORK,NY,10036,8701,NEW YORK,36061,LOCATED ON NW CORNER OF AVENUE OF THE AMERICAS AND W 47TH AVE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,21548610,TGS,-73.982054,40.7585,NAVTEQ,2006Q3,ONENTITY,YES,TGS
186, ,LCHQ_125, ,POINT,UNCLASSIFIED,CONSTELLATION ENERGY,410,783-2800,750 EAST PRATT STREET, ,BALTIMORE,MD,21202,3106,BALTIMORE CITY,24510,NORTH SIDE OF E PRATT ST BETWEEN S PRESIDENT ST AND CONCORD ST, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19435169,TGS,-76.6052,39.287158,NAVTEQ,2006Q3,ONENTITY,YES,TGS
187, ,LCHQ_389, ,POINT,UNCLASSIFIED,THERMO FISHER SCIENTIFIC INTERNATIONAL,781,622-1000,81 WYMAN STREET, ,WALTHAM,MA,02451,1223,MIDDLESEX,25017,.07 MILES NORTHEAST OF WINTER STREET ON THE SOUTHEAST OF WYMAN STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22028505,TGS,-71.259035,42.39824,NAVTEQ,2006Q3,ONENTITY,YES,TGS
188, ,LCHQ_307, ,POINT,UNCLASSIFIED,STATE STREET CORPORATION,617,786-3000,1 LINCOLN STREET, ,BOSTON,MA,02111,2999,SUFFOLK,25025,NORTHWEST CORNER OF LINCOLN STREET AND ESSEX STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,135531672,TGS,-71.058437,42.352571,NAVTEQ,2006Q3,ONENTITY,YES,TGS
189, ,LCHQ_102, ,POINT,UNCLASSIFIED,LIBERTY MUTUAL INSURANCE COMPANY,617,357-9500,175 BERKELEY STREET, ,BOSTON,MA,02116,5066,SUFFOLK,25025,EAST SIDE OF BERKELEY STREET BEWEEN STUART STREET AND SAINT JAMES AVENUE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,22021461,TGS,-71.072074,42.350081,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
190, ,LCHQ_267, ,POINT,UNCLASSIFIED,"TEPPCO PARTNERS, LIMITED PARTNERSHIP",713,759-3636,1100 LOUISIANA STREET, ,HOUSTON,TX,77002,5227,HARRIS,48201,"LOCATED ON THE NORTHWEST SIDE OF LOUISIANA STREET, BETWEEN LAMAR STREET AND DALLAS STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17927338,TGS,-95.368591,29.757663,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
191, ,LCHQ_335, ,POINT,UNCLASSIFIED,"ENBRIDGE ENERGY PARTNERS, LIMITED PARTNERSHIP",713,821-2000,1100 LOUISIANA STREET, ,HOUSTON,TX,77002,5227,HARRIS,48201,"LOCATED ON THE NORTHWEST SIDE OF LOUISIANA STREET, BETWEEN LAMAR STREET AND DALLAS STREET.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17927338,TGS,-95.36858,29.757677,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
192, ,LCHQ_068, ,POINT,UNCLASSIFIED,SYSCO CORPORATION,281,584-1390,1390 ENCLAVE PARKWAY, ,HOUSTON,TX,77077,2025,HARRIS,48201,LOCATED AT THE SOUTHWEST CORNER OF ENCLAVE PARKWAY AND FORKLAND LANE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,17927857,TGS,-95.619143,29.758632,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
193, ,LCHQ_203, ,POINT,UNCLASSIFIED,MARRIOTT INTERNATIONAL,301,380-3000,10400 FERNWOOD ROAD, ,BETHESDA,MD,20817,1109,MONTGOMERY,24031,ENTRANCE IS LOCATED ON THE SW CORNER OF FERNWOOD RD AND MARRIOTT DR, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,117306777,TGS,-77.137895,39.024673,NAVTEQ,2006Q3,ONENTITY,YES,TGS
194, ,LCHQ_060, ,POINT,UNCLASSIFIED,CAREMARK INCORPORATED,615,743-6600,211 COMMERCE STREET,SUITE 800,NASHVILLE,TN,37201,1817,DAVIDSON,47037,ENTITY IS LOCATED ON THE SOUTHEAST CORNER OF 3RD AVENUE NORTH AND COMMERCE STREET, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,31394891,TGS,-86.776396,36.16266,NAVTEQ,2006Q3,ONENTITY,YES,TGS
195, ,LCHQ_229, ,POINT,UNCLASSIFIED,UNUMPROVIDENT CORPORATION,423,294-1011,1 FOUNTAIN SQUARE, ,CHATTANOOGA,TN,37402,1307,HAMILTON,47065,ENTITY IS LOCATED ON THE NORTH SIDE OF FOUNTAIN SQUARE BETWEEN WALNUT STREET AND LOOKOUT STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES, ,TGS,-85.306987,35.050468,NAVTEQ,2006Q3,ONENTITY,YES,TGS
196, ,LCHQ_100, ,POINT,UNCLASSIFIED,GENERAL DYNAMICS CORPORATION,703,876-3000,2941 FAIRVIEW PARK DRIVE, ,FALLS CHURCH,VA,22042,4522,FAIRFAX,51059,ENTITY IS LOCATED ON THE NORTH SIDE OF FAIRVIEW PARK PLACE .05 MILE NORTHEAST FROM FAIRVIEW PARK DRIVE., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,123663691,TGS,-77.21392,38.86902,NAVTEQ,2006Q3,ONENTITY,YES,TGS
197, ,LCHQ_187, ,POINT,UNCLASSIFIED,CAPITAL ONE FINANCIAL INCORPORATED,703,720-1000,1680 CAPITAL ONE DRIVE, ,MCLEAN,VA,22102, ,FAIRFAX,51059,ENTITY IS LOCATED ON THE SOUTHWEST SIDE OF CAPITAL ONE DRIVE .14 MILE NORTHWEST FROM DOLLEY MADISON BOULEVARD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,128086996,TGS,-77.21319,38.924191,NAVTEQ,2006Q3,ONENTITY,YES,TGS
198, ,LCHQ_052, ,POINT,UNCLASSIFIED,LOCKHEED MARTIN,301,897-6000,6801 ROCKLEDGE DRIVE, ,BETHESDA,MD,20817,1836,MONTGOMERY,24031,ENTRANCE IS LOCATED ON THE NW SIDE OF ROCKLEDGE DR APPROX 0.20 MILES N OF FERNWOOD RD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,117287670,TGS,-77.13888,39.030959,NAVTEQ,2006Q3,ONENTITY,YES,TGS
199, ,LCHQ_423, ,POINT,UNCLASSIFIED,RADIOSHACK CORPORATION,817,415-3011,300 RADIOSHACK CIRCLE, ,FORT WORTH,TX,76102, ,TARRANT,48439,NORTHWEST CORNER OF THE INTERSECTION OF RADIOSHACK CIRCLE AND WEST BELKNAP STREET, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,129383025,TGS,-97.33769,32.756315,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
200, ,LCHQ_114, ,POINT,UNCLASSIFIED,AVIS BUDGET GROUP INCORPORATED,973,496-5000,6 SYLVAN WAY, ,PARSIPPANY,NJ,07054,3826,MORRIS,34027,"LOCATED ON THE NORTH SIDE OF SYLVAN WAY, BETWEEN CENTRY DRIVE AND DRYDEN WAY.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,119933977,TGS,-74.451073,40.847901,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
201, ,LCHQ_032, ,POINT,UNCLASSIFIED,JOHNSON AND JOHNSON,732,524-0400,1 JOHNSON AND JOHNSON PLAZA, ,NEW BRUNSWICK,NJ,08933,0001,MIDDLESEX,34023,LOCATED ON THE WEST SIDE OF JOHNSON AND JOHNSON PLAZA .12 MILES SOUTHWEST OF THE JOHNSON DRIVE AND JOHNSON AND JOHNSON PLAZA T-INTERSECTION., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,31126304,TGS,-74.443093,40.49807,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
202, ,LCHQ_475, ,POINT,UNCLASSIFIED,"BORGWARNER, INCORPORTATED",248,754-9200,3850 HAMLIN ROAD, ,AUBURN HILLS,MI,48326, ,OAKLAND,26125,N SIDE OF HAMLIN RD APPROX 0.14 MILES E OF W ENTERANCE DR, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,127292702,TGS,-83.214414,42.647621,NAVTEQ,2006Q3,ONENTITY,YES,TGS
203, ,LCHQ_214, ,POINT,UNCLASSIFIED,"UNITED AUTO GROUP, INCORPORATED - DIVISION OF PENSKE CORPORATION",248,648-2500,2555 TELEGRAPH ROAD, ,BLOOMFIELD HILLS,MI,48302,0954,OAKLAND,26125,NE SIDE OF S TELEGRAPH RD BETWEEN FRANKLIN RD AND W SQUARE LAKE RD, , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,135469953,TGS,-83.28796,42.602594,NAVTEQ,2006Q3,ONENTITY,YES,TGS
204, ,LCHQ_002, ,POINT,UNCLASSIFIED,"WAL-MART STORES, INCORPORATED",479,273-4000,702 SOUTHWEST 8TH STREET, ,BENTONVILLE,AR,72716,6209,BENTON,05007,LOCATED ON N SIDE OF SW 8TH ST BETWEEN AR-72 AND SW F ST., , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,99988376,TGS,-94.217682,36.365193,NAVTEQ,2006Q3,ONENTITY,YES,TGS
205, ,LCHQ_050, ,POINT,UNCLASSIFIED,SAFEWAY INCORPORATED,925,467-3000,5918 STONERIDGE MALL ROAD, ,PLEASANTON,CA,94588,3229,ALAMEDA,06001,"NW SIDE OF STONERIDGE MALL RD, 0.07MI NE OF CANYON WAY", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,127846515,TGS,-121.932076,37.69783,NAVTEQ,2006Q3,ONENTITY,YES,TGS
206, ,LCHQ_283, ,POINT,UNCLASSIFIED,PEPCO HOLDINGS INCORPORATED,202,872-2000,701 NINTH STREET NORTHWEST, ,WASHINGTON,DC,20001,4572,DISTRICT OF COLUMBIA,11001,NORTHEAST CORNER OF 9TH STREET NORTHWEST AND G STREET NORTHWEST., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18353517,TGS,-77.023656,38.898927,NAVTEQ,2006Q3,ONENTITY,YES,TGS
207, ,LCHQ_287, ,POINT,UNCLASSIFIED,DANAHER CORPORATION,202,828-0850,2099 PENNSYLVANIA AVENUE NORTHWEST, ,WASHINGTON,DC,20006,6800,DISTRICT OF COLUMBIA,11001,"NORTHEAST CORNER OF PENNSYLVANIA AVENUE NORTHWEST, 21ST STREET NORTHWEST AND I STREET NORTHWEST.", , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,18353334,TGS,-77.046249,38.901695,NAVTEQ,2006Q3,ONENTITY,YES,TGS
208, ,LCHQ_111, ,POINT,UNCLASSIFIED,SARA LEE CORPORATION,630,598-6000,3500 LACEY ROAD, ,DOWNERS GROVE,IL,60515,5422,DUPAGE,17043,LOCATED ON SOUTHWEST SIDE OF LACEY ROAD ABOUT .18 MILES SOUTH OF BUTTERFIELD ROAD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19912623,TGS,-88.032865,41.830245,NAVTEQ,2006Q3,ONENTITY,YES,TGS
209, ,LCHQ_033, ,POINT,UNCLASSIFIED,SEARS HOLDINGS CORPORATION -HEADQUARTERS,847,286-2500,3333 BEVERLY ROAD, ,HOFFMAN ESTATES,IL,60192,3322,COOK,17031,ENTRANCE TO FACILITY LOCATED ON EAST SIDE OF INTERSECTION OF BEVERLY ROAD AND SEARS PARKWAY., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,20024579,TGS,-88.214884,42.077124,NAVTEQ,2006Q3,ONENTITY,YES,TGS
210, ,LCHQ_173, ,POINT,UNCLASSIFIED,ILLINOIS TOOL WORKS INCORPORATED,847,724-7500,3600 WEST LAKE AVENUE, ,GLENVIEW,IL,60026,1215,COOK,17031,LOCATED ON NORTH SIDE OF WEST LAKE STREET ABOUT .16 MILES EAST OF   PFINGSTEN ROAD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19773987,TGS,-87.84638,42.087868,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
211, ,LCHQ_124, ,POINT,UNCLASSIFIED,UNITED AIRLINES WORLD,847,700-4000,1200 EAST ALGONQUIN ROAD, ,ELK GROVE VILLAGE,IL,60007, ,COOK,17031,LOCATED ON NORTHEAST SIDE OF EAST ALGONQUIN ROAD BETWEEN SOUTH LINNEMAN ROAD AND SOUTH BUSSE ROAD., , , ,2006-12-14T00:00:00.000Z,PHONE,2006-12-14T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,19734578,TGS,-87.952487,42.033007,NAVTEQ,2006Q3,BLOCKFACE,YES,TGS
212, ,LCHQ_254, ,POINT,UNCLASSIFIED,KB HOME CORPORATE OFFICE,310,231-4000,10990 WILSHIRE BOULEVARD, ,LOS ANGELES,CA,90024,3913,LOS ANGELES,06037,E CORNER OF WILSHIRE BLVD AND VETERAN AVE, , , ,2006-12-13T00:00:00.000Z,PHONE,2006-12-13T00:00:00.000Z,MANUAL,"IMPORTANT INDUSTRY; COMMERCIAL AND RETAIL; CORPORATE HEADQUARTERS",551114,CORPORATE OFFICES,128781533,TGS,-118.447132,34.057491,NAVTEQ,2006Q3,ONENTITY,YES,TGS
